,texto,polaridad
74,"Carlos Cuadrado deja de ser el 'número 2' de Cs pero Arrimadas lo mantiene en el núcleo duro Enterradores, comerciales y diáconos recuerdan el colapso y la dura situación que vivieron al inicio de la pandemia, con 300 fallecidos al día: ""Te llamaban para decirte que había muerto un padre y a las tres horas para decirte que había fallecido la madre""",Neutral
75,"Un año del drama con el que tuvieron que lidiar las funerarias: ""Nos pedían que abriésemos el féretro para comprobar si era su familiar"" nan Indignación en las CCAA del PP: las socialistas lideran el reparto de ayudas",Positivo
76,"El Gobierno prima a comunidades del PSOE en las ayudas directas con hasta diez veces más dinero y las del PP se revuelven El PP incorporará ""esta misma semana"" a cargos locales y provinciales de Ciudadanos: ""Hay gente en la base de Cs que ha ganado elecciones y puede contribuir al PP""",Negativo
77,"El PP incorporará a cargos locales y provinciales de Ciudadanos ""esta misma semana"" Los tres diputados que fueron expulsados de Vox dejan en el aire si apoyarán o no la moción de censura en Murcia",Neutral
78,"Los 3 ex diputados de Vox de los que depende la moción en Murcia: ""¿Tenemos que apoyar al PP porque son de derechas?"" ""Una columna no es una propiedad alquilada en la cual escribes lo que te sale de los huevos"" 👥 Entrevista a Arcadi Espada",Neutral
79,"Arcadi Espada: ""De pose yo no tengo nada"" ""Es el momento de seguir aprendiendo y cuidar a las mujeres. Estamos en pañales todavía"" 👥 Entrevista a Wisin, rapero",Neutral
80,"Wisin: ""No me arrepiento de las letras machistas del reguetón. Fueron por inmadurez"" Un grupo de ladrones muy violentos asalta el domicilio de Di María en París con su esposa y sus dos hijas dentro en el momento en que el PSG jugaba un partido de Liga",Neutral
81,"El gran susto para Di María: violento robo en su casa de París con su familia dentro Examen al Estado de Alarma ante su posible ampliación: ""Es un estado de excepción encubierto""",Neutral
82,Examen tras 239 días de estado de alarma: partidos y autonomías afirman que ha perdido utilidad Fernando Simón y el 'mea culpa' más esperado,Neutral
83,Fernando Simón y el purgatorio de Jordi Évole Z1 o cómo conseguir que tu negocio crezca un 300% en plena pandemia,Neutral
84,Z1 o cómo conseguir que tu negocio crezca un 300% en plena pandemia Javier Ortega Smith se casará este año en Toledo con una alta ejecutiva de HSBC,Neutral
85,"Javier Ortega Smith se casa: así es la mujer que le ha conquistado Billie Eilish se lleva el Grammy a mejor grabación del año en una gala histórica para Swift y Beyoncé, con claro dominio de las mujeres",Neutral
86,"Premios Grammy 2021: Billie Eilish, Taylor Swift y Beyoncé perpetúan su idilio Estas son las seis alteraciones de la piel que podrían indicar la presencia de infección por coronavirus y la necesidad de someterse a un test",Neutral
87,"Urticaria, sabañones y erupciones cutáneas: los seis signos de alarma del Covid en la piel Un estudio certifica los beneficios de usar coches eléctricos pero también alerta de las dificultades que se encuentra el propietario de este tipo de vehículos, tanto logísticas como económicas",Neutral
88,"De Madrid a Barcelona en coche eléctrico: más lento, con paradas planificadas y un coste de 46 euros #ÚltimaHora 🔴 La OMS dará a conocer esta semana su informe sobre el origen del Covid-19",Neutral
89,"La OMS dará a conocer esta semana su informe sobre el origen del Covid-19, que ha matado a más de 2,6 millones de personas Diputados independentistas y de Vox se sentarán en el banquillo para ser juzgados por diversos delitos como fraude, malversación u odio",Neutral
90,"Corrupción, desobediencia y delitos de odio: Diputados independentistas y de Vox bajo la lupa judicial La cita célebre del día la firma filósofo, poeta y ensayista francés Charles Péguy, considerado uno de los principales escritores católicos modernos.",Neutral
91,"#frasedeldia #quotes #frasescélebres El bandazo de Ciudadanos en Murcia ha descolocado a los afiliados naranjas en la Región, que no han ocultado su desaprobación a la estrategia para dinamitar el Gobierno de coalición de derechas",Neutral
92,"El pacto artificial que descolocó a los murcianos Se sabía que la variante que se identificó por primera vez el pasado septiembre en Reino Unido, es más transmisible. Ahora parece confirmarse que es más letal",Negativo
93,"La variante británica del coronavirus puede ser un 61% más letal que las mutaciones previas ""La disyuntiva está clara: o Iglesias o Ayuso (con Vox como animal de compañía). Todo lo demás, por desgracia, es bla, bla, bla""",Positivo
94,✍ Leyre Iglesias,Neutral
95,"Salvar a Podemos Pedro Sánchez, tras la marcha de Pablo Iglesias del Gobierno: ""Tengo la mejor de las opiniones de la ministra de Trabajo""",Neutral
96,"Pedro Sánchez, tras la marcha de Pablo Iglesias del Gobierno: ""En los próximos días tomaré las decisiones"" Javier Ortega Smith pasa por el altar",Neutral
97,"Javier Ortega Smith se casa: así es la mujer que le ha conquistado ""Ya no queda ningún candidato que extraer del saco para la Normandía electoral de Madrid. El último en aparecer reventando la tarta, Pablo Iglesias, ha dado el golpe maestro""",Neutral
98,✍ Antonio Lucas,Neutral
99,"Golpe maestro ""Yo no puedo evitar que me caiga simpático Pablo Iglesias. Me gusta la gente valiente, sobre todo cuando está equivocada""",Neutral
100,✍ Jorge Bustos,Neutral
101,Y Pablo Iglesias volvió a Vallecas Alemania suspende de forma preventiva el uso de la vacuna de Astrazeneca,Neutral
102,"Alemania suspende provisionalmente la vacunación con AstraZeneca Isabel Díaz Ayuso: ""Cuando te llaman fascista es que lo estás haciendo bien"" https://bit.ly/38I8iGV nan Salen a la luz unos audios en los que el líder de los socialistas en Murcia, imputado por prevaricación, pide a los miembros de su partido ""estirar el chicle de la corrupción"" del PP",Neutral
103,"El líder del PSOE en Murcia: ""Hay que estirar al máximo el chicle de la corrupción"" Muere la enfermera noruega que desarrolló trombosis tras ser vacunada con AstraZeneca. Se trata de una mujer menor de 50 años, sin dolencias previas",Neutral
104,Muere la enfermera noruega que desarrolló trombosis tras ser vacunada con AstraZeneca Nuevo cerrojazo en Italia ante el aumento de casos de Covid,Neutral
105,"La mayor parte de Italia, confinada desde hoy ante el aumento de la presión hospitalaria Carbonero y Casillas comparten una imagen de su plan familiar de viernes noche, antes de anunciar su separación",Positivo
106,"Una partida de parchís en familia: el plan de Sara Carbonero e Iker Casillas tras anunciar su separación Los socialistas reciben la noticia con una mezcla de ""alivio y estupor"" al intentar Iglesias asumir la competencia exclusiva del presidente anunciando un nuevo reparto de carteras",Neutral
107,"Pablo Iglesias exige a Pedro Sánchez que nombre a Yolanda Díaz vicepresidenta y a Ione Belarra ministra Así ha evolucionado la relación entre Ayuso-Iglesias, viejos conocidos. Sus enganchadas durante los últimos años han sido sonadas",Neutral
108,"Los rifirrafes Ayuso-Iglesias: de irse de cañas juntos a acusarse de las muertes por Covid en residencias ""España me debe una. He sacado a Iglesias de La Moncloa. Primera reacción de Ayuso tras conocer que el vicepresidente se presentará como candidato de Podemos a las elecciones Madrid",Neutral
109,"Isabel Díaz Ayuso: ""España me debe una, que hemos sacado a Pablo Iglesias de La Moncloa"" #ÚltimaHora 🔴 Toni Cantó dimite de Ciudadanos y pide formar una coalición con el PP en Madrid",Neutral
110,"Toni Cantó dimite de la Ejecutiva de Ciudadanos y pide formar una coalición con el PP en Madrid Así ha sido el anuncio bomba de Pablo Iglesias, su decisión para ""parar a la derecha criminal"" La bajada de incidencia se estanca. ¿Qué va a pasar con la pandemia? ""Una cuarta ola nos puede provocar muertes entre jóvenes""",Negativo
111,"España, ante el momento decisivo: ¿hacia el fin de la epidemia o una cuarta ola? #Editorial 📰 ""Arrimadas ha cometido errores graves al desestabilizar las coaliciones territoriales a cambio de una dudosa credencial de centrismo""",Neutral
112,Ciudadanos ante el abismo nan La Asamblea de Madrid acuerda por unanimidad desistir del recurso judicial contra la convocatoria de elecciones de Isabel Díaz Ayuso firmado el pasado 10 de marzo,Neutral
113,"La Asamblea de Madrid acuerda por unanimidad desistir del recurso judicial contra la convocatoria de elecciones Pablo Iglesias tuvo que convencer a Yolanda Díaz para llegar a un ministerio que parecía no tener apenas competencias. Con la pandemia, ella se ha desmarcado de la política podemita. Ahora, ocupará el cargo de su ex líder",Neutral
114,"Pablo Iglesias y su apuesta por Yolanda Díaz que escuece a Podemos Cuando Ayuso y Iglesias se iban juntos ""de cañas"" #Hemeroteca",Neutral
115,"Las redes rescatan el vídeo de cuando Isabel Díaz Ayuso y Pablo Iglesias se iban juntos ""de cañas"" Pat Morita, el maestro de 'Karate Kid', fue un japonés que no conoció Japón ni supo nunca nada de kárate. Ahora un documental pone al descubierto la tormentosa vida del héroe de la patada de la grulla",Neutral
116,"Pat Morita, el maestro de 'Karate Kid', recluido en un campo de concentración, cómico fracasado, alcohólico... #ÚltimaHora 🔴 Pablo Iglesias deja el Gobierno para disputar la presidencia de Madrid a Isabel Díaz Ayuso",Neutral
117,"Pablo Iglesias deja el Gobierno para disputar la Comunidad de Madrid a Ayuso Isabel Díaz Ayuso asegura que quiere ""el gobierno de los mejores para Madrid"" y que estos también pueden estar en Vox y Cs",Neutral
118,"Isabel Díaz Ayuso: ""Cuando te llaman fascista es que lo estás haciendo bien"" #ÚltimaHora 🔴 Carlos Cuadrado deja de ser el 'número 2' de Cs pero Arrimadas lo mantiene en el núcleo duro",Neutral
119,"Carlos Cuadrado deja de ser el 'número 2' de Cs pero Arrimadas lo mantiene en el núcleo duro Enterradores, comerciales y diáconos recuerdan el colapso y la dura situación que vivieron al inicio de la pandemia, con 300 fallecidos al día: ""Te llamaban para decirte que había muerto un padre y a las tres horas para decirte que había fallecido la madre""",Neutral
120,"Un año del drama con el que tuvieron que lidiar las funerarias: ""Nos pedían que abriésemos el féretro para comprobar si era su familiar"" nan Indignación en las CCAA del PP: las socialistas lideran el reparto de ayudas",Positivo
121,"El Gobierno prima a comunidades del PSOE en las ayudas directas con hasta diez veces más dinero y las del PP se revuelven El PP incorporará ""esta misma semana"" a cargos locales y provinciales de Ciudadanos: ""Hay gente en la base de Cs que ha ganado elecciones y puede contribuir al PP""",Negativo
122,"El PP incorporará a cargos locales y provinciales de Ciudadanos ""esta misma semana"" Los tres diputados que fueron expulsados de Vox dejan en el aire si apoyarán o no la moción de censura en Murcia",Neutral
123,"Los 3 ex diputados de Vox de los que depende la moción en Murcia: ""¿Tenemos que apoyar al PP porque son de derechas?"" ""Una columna no es una propiedad alquilada en la cual escribes lo que te sale de los huevos"" 👥 Entrevista a Arcadi Espada",Neutral
124,"Arcadi Espada: ""De pose yo no tengo nada"" ""Es el momento de seguir aprendiendo y cuidar a las mujeres. Estamos en pañales todavía"" 👥 Entrevista a Wisin, rapero",Neutral
125,"Wisin: ""No me arrepiento de las letras machistas del reguetón. Fueron por inmadurez"" Un grupo de ladrones muy violentos asalta el domicilio de Di María en París con su esposa y sus dos hijas dentro en el momento en que el PSG jugaba un partido de Liga",Neutral
126,"El gran susto para Di María: violento robo en su casa de París con su familia dentro Examen al Estado de Alarma ante su posible ampliación: ""Es un estado de excepción encubierto""",Neutral
127,Examen tras 239 días de estado de alarma: partidos y autonomías afirman que ha perdido utilidad Fernando Simón y el 'mea culpa' más esperado,Neutral
128,Fernando Simón y el purgatorio de Jordi Évole Z1 o cómo conseguir que tu negocio crezca un 300% en plena pandemia,Neutral
129,Z1 o cómo conseguir que tu negocio crezca un 300% en plena pandemia Javier Ortega Smith se casará este año en Toledo con una alta ejecutiva de HSBC,Neutral
130,"Javier Ortega Smith se casa: así es la mujer que le ha conquistado Billie Eilish se lleva el Grammy a mejor grabación del año en una gala histórica para Swift y Beyoncé, con claro dominio de las mujeres",Neutral
131,"Premios Grammy 2021: Billie Eilish, Taylor Swift y Beyoncé perpetúan su idilio Estas son las seis alteraciones de la piel que podrían indicar la presencia de infección por coronavirus y la necesidad de someterse a un test",Neutral
132,"Urticaria, sabañones y erupciones cutáneas: los seis signos de alarma del Covid en la piel Un estudio certifica los beneficios de usar coches eléctricos pero también alerta de las dificultades que se encuentra el propietario de este tipo de vehículos, tanto logísticas como económicas",Neutral
133,"De Madrid a Barcelona en coche eléctrico: más lento, con paradas planificadas y un coste de 46 euros #ÚltimaHora 🔴 La OMS dará a conocer esta semana su informe sobre el origen del Covid-19",Neutral
134,"La OMS dará a conocer esta semana su informe sobre el origen del Covid-19, que ha matado a más de 2,6 millones de personas Diputados independentistas y de Vox se sentarán en el banquillo para ser juzgados por diversos delitos como fraude, malversación u odio",Neutral
135,"Corrupción, desobediencia y delitos de odio: Diputados independentistas y de Vox bajo la lupa judicial La cita célebre del día la firma filósofo, poeta y ensayista francés Charles Péguy, considerado uno de los principales escritores católicos modernos.",Neutral
136,"#frasedeldia #quotes #frasescélebres El bandazo de Ciudadanos en Murcia ha descolocado a los afiliados naranjas en la Región, que no han ocultado su desaprobación a la estrategia para dinamitar el Gobierno de coalición de derechas",Neutral
137,"El pacto artificial que descolocó a los murcianos El parador de Manzanares, el albergue de carretera más antiguo de España, cumple 90 años. Está ubicado como un punto de partida ideal para visitar el Parque Nacional de Cabañeros, las Lagunas de Ruidera y las Tablas de Daimiel.",Positivo
138,"Los 90 años del Parador de Manzanares, el primer albergue de carretera de España Así se pueden celebrar las Fallas sin saltarse las restricciones por la pandemia",Neutral
139,"Guía para celebrar las Fallas sin saltarse las restricciones Se sabía que la variante que se identificó por primera vez el pasado septiembre en Reino Unido, es más transmisible. Ahora parece confirmarse que es más letal",Neutral
140,"La variante británica del coronavirus puede ser un 61% más letal que las mutaciones previas ""La disyuntiva está clara: o Iglesias o Ayuso (con Vox como animal de compañía). Todo lo demás, por desgracia, es bla, bla, bla""",Positivo
141,✍ Leyre Iglesias,Neutral
142,"Salvar a Podemos Pedro Sánchez, tras la marcha de Pablo Iglesias del Gobierno: ""Tengo la mejor de las opiniones de la ministra de Trabajo""",Neutral
143,"Pedro Sánchez, tras la marcha de Pablo Iglesias del Gobierno: ""En los próximos días tomaré las decisiones"" Javier Ortega Smith pasa por el altar",Neutral
144,"Javier Ortega Smith se casa: así es la mujer que le ha conquistado ""Ya no queda ningún candidato que extraer del saco para la Normandía electoral de Madrid. El último en aparecer reventando la tarta, Pablo Iglesias, ha dado el golpe maestro""",Neutral
